# Wavelength [nm],zero_counts_500avgs_8ms
479.4122942594077,-103.33299011585034
479.85955723600387,-101.53408585639994
480.3067969872913,-101.96230834633973
480.75401349892,-100.89078684427587
481.2012067565399,-101.4382670421607
481.648376745801,-101.36592654736107
482.09552345235306,-103.03969255546512
482.54264686184604,-102.20280904362627
482.98974695992996,-101.0960929180525
483.43682373225477,-102.79528212623471
483.8838771644702,-101.23100900301586
484.33090724222626,-99.01558254557474
484.7779139511728,-103.84723020203758
485.22489727696,-106.17208074856362
485.67185720523753,-101.78436771847764
486.1187937216554,-102.40030671526246
486.5657068118634,-103.87069847400033
487.0125964615117,-99.20525140558352
487.45946265625,-104.71148684866202
487.9063053817283,-102.49415936552818
488.3531246235965,-105.30392867583706
488.7999203675047,-101.10586784152362
489.2466925991025,-99.65889735646061
489.69344130403994,-101.51061952083482
490.14016646796705,-97.50796672405852
490.5868680765338,-102.79332586311547
491.0335461153898,-100.41171655411323
491.4802005701853,-100.95530256134931
491.92683142657,-101.4069858224371
492.37343867019393,-99.02535356459482
492.82002228670694,-101.23297088581343
493.266582261759,-101.59274872741827
493.713118581,-102.3416409053681
494.15963123008004,-101.96230520881616
494.6061201946487,-101.00809951719195
495.05258546035617,-102.50784361498106
495.4990270128523,-100.10277195971969
495.9454448377869,-97.92838189978255
496.39183892081,-102.16370486898786
496.8382092475715,-100.91229605349793
497.28455580372145,-101.32096015450615
497.73087857490947,-100.55249766112433
498.1771775467857,-102.660358678273
498.623452705,-105.86705491919277
499.0697040352024,-102.76594953801619
499.5159315230426,-104.06232272702006
499.9621351541706,-101.2779360474843
500.4083149142364,-101.95253170411526
500.85447078889007,-102.11090727729787
501.30060276378117,-100.46646202967172
501.7467108245597,-101.00223848318505
502.19279495687584,-100.8497127728462
502.63885514637934,-101.64162798219368
503.08489137872,-102.87936028270529
503.53090363954794,-99.47704832360866
503.9768919145129,-101.77850277701455
504.4228561892651,-102.96734476994324
504.8687964494541,-100.55250370456963
505.31471268073,-98.62450710124175
505.7606048687427,-102.80700787906895
506.2064729991422,-105.24723374237253
506.6523170575783,-101.70029443513711
507.09813702970087,-102.5919218592546
507.54393290115996,-102.86176543673218
507.98970465760556,-103.91372015036515
508.4354522846874,-102.64472487137796
508.88117576805547,-98.81808627479337
509.32687509335966,-101.17430999441524
509.7725502462501,-101.97209112531523
510.21820121237636,-100.98463388437386
510.66382797738856,-104.24807149363662
511.1094305269366,-101.56928453199407
511.5550088466705,-102.43745913393744
512.0005629222401,-102.88717765668966
